plate,sample,yield,dilution,well,max v [420],kobs,s,vmax correction per [s]
19,h315n,0.083,0.1,d6,8.33e-04,9.10e+00,0.00117,2.78e-07
19,h315n,0.083,0.1,e6,2.60e-04,2.84e+00,0.00029,1.57e-07
19,h315n,0.083,0.1,f6,1.01e-04,1.10e+00,0.00007,4.12e-07
19,h315n,0.083,0.1,g6,3.88e-05,4.24e-01,0.00002,3.65e-07
19,h315n,0.083,0.1,h6,-8.61e-18,-9.40e-14,0,4.26e-07
19,e17s,1.006,0.01,a7,6.35e-02,5.72e+02,0.075,4.81e-07
19,e17s,1.006,0.01,b7,5.16e-02,4.65e+02,0.01875,3.83e-07
19,e17s,1.006,0.01,c7,2.63e-02,2.37e+02,0.00469,2.90e-07
19,e17s,1.006,0.01,d7,9.13e-03,8.22e+01,0.00117,2.78e-07
19,e17s,1.006,0.01,e7,2.47e-03,2.22e+01,0.00029,1.57e-07
19,e17s,1.006,0.01,f7,6.22e-04,5.60e+00,0.00007,4.12e-07
19,e17s,1.006,0.01,g7,2.08e-04,1.88e+00,0.00002,3.65e-07
19,e17s,1.006,0.01,h7,-2.33e-17,-2.10e-13,0,4.26e-07
19,e17s,1.006,0.01,a8,6.25e-02,5.63e+02,0.075,4.81e-07
19,e17s,1.006,0.01,b8,5.26e-02,4.74e+02,0.01875,3.83e-07
19,e17s,1.006,0.01,c8,2.62e-02,2.36e+02,0.00469,2.90e-07
19,e17s,1.006,0.01,d8,9.45e-03,8.52e+01,0.00117,2.78e-07
19,e17s,1.006,0.01,e8,2.52e-03,2.27e+01,0.00029,1.57e-07
19,e17s,1.006,0.01,f8,6.76e-04,6.10e+00,0.00007,4.12e-07
19,e17s,1.006,0.01,g8,1.99e-04,1.79e+00,0.00002,3.65e-07
19,e17s,1.006,0.01,h8,3.88e-18,3.50e-14,0,4.26e-07
19,e17s,1.006,0.01,a9,6.50e-02,5.85e+02,0.075,4.81e-07
19,e17s,1.006,0.01,b9,5.64e-02,5.08e+02,0.01875,3.83e-07
19,e17s,1.006,0.01,c9,2.68e-02,2.41e+02,0.00469,2.90e-07
19,e17s,1.006,0.01,d9,9.73e-03,8.77e+01,0.00117,2.78e-07
19,e17s,1.006,0.01,e9,2.68e-03,2.41e+01,0.00029,1.57e-07
19,e17s,1.006,0.01,f9,7.05e-04,6.36e+00,0.00007,4.12e-07
19,e17s,1.006,0.01,g9,2.22e-04,2.00e+00,0.00002,3.65e-07
19,e17s,1.006,0.01,h9,1.05e-17,9.44e-14,0,4.26e-07
19,e406d,0.271,0.1,a10,8.52e-03,2.85e+01,0.075,4.81e-07
19,e406d,0.271,0.1,b10,4.00e-03,1.34e+01,0.01875,3.83e-07
19,e406d,0.271,0.1,c10,1.47e-03,4.91e+00,0.00469,2.90e-07
19,e406d,0.271,0.1,d10,4.81e-04,1.61e+00,0.00117,2.78e-07
19,e406d,0.271,0.1,e10,1.44e-04,4.83e-01,0.00029,1.57e-07
19,e406d,0.271,0.1,f10,5.21e-05,1.74e-01,0.00007,4.12e-07
19,e406d,0.271,0.1,g10,1.45e-05,4.87e-02,0.00002,3.65e-07
19,e406d,0.271,0.1,h10,-2.30e-17,-7.68e-14,0,4.26e-07
19,e406d,0.271,0.1,a11,7.42e-03,2.48e+01,0.075,4.81e-07
19,e406d,0.271,0.1,b11,4.12e-03,1.38e+01,0.01875,3.83e-07
19,e406d,0.271,0.1,c11,1.49e-03,4.97e+00,0.00469,2.90e-07
19,e406d,0.271,0.1,d11,4.69e-04,1.57e+00,0.00117,2.78e-07
19,e406d,0.271,0.1,e11,1.55e-04,5.19e-01,0.00029,1.57e-07
19,e406d,0.271,0.1,f11,5.15e-05,1.72e-01,0.00007,4.12e-07
19,e406d,0.271,0.1,g11,-2.07e-17,-6.94e-14,0.00002,3.65e-07
19,e406d,0.271,0.1,h11,5.88e-17,1.97e-13,0,4.26e-07
19,e406d,0.271,0.1,a12,8.21e-03,2.75e+01,0.075,4.81e-07
19,e406d,0.271,0.1,b12,4.05e-03,1.36e+01,0.01875,3.83e-07
19,e406d,0.271,0.1,c12,1.58e-03,5.29e+00,0.00469,2.90e-07
19,e406d,0.271,0.1,d12,5.12e-04,1.71e+00,0.00117,2.78e-07
19,e406d,0.271,0.1,e12,1.79e-04,6.00e-01,0.00029,1.57e-07
19,e406d,0.271,0.1,f12,5.03e-05,1.68e-01,0.00007,4.12e-07
19,e406d,0.271,0.1,g12,2.18e-05,7.30e-02,0.00002,3.65e-07
19,e406d,0.271,0.1,h12,-8.41e-18,-2.81e-14,0,4.26e-07
2,f405a,0.113,0.1,b1,3.39e-05,2.72e-01,0.01875,3.83e-07
2,f405a,0.113,0.1,d1,1.63e-05,1.31e-01,0.00117,2.78e-07
2,f405a,0.113,0.1,e1,2.95e-17,2.37e-13,0.00029,1.57e-07
2,f405a,0.113,0.1,f1,9.14e-06,7.33e-02,0.00007,4.12e-07
2,f405a,0.113,0.1,g1,-5.48e-18,-4.40e-14,0.00002,3.65e-07
2,f405a,0.113,0.1,h1,1.39e-05,1.12e-01,0,4.26e-07
2,f405a,0.113,0.1,b2,4.63e-05,3.71e-01,0.01875,3.83e-07
2,f405a,0.113,0.1,c2,4.85e-05,3.89e-01,0.00469,2.90e-07
2,f405a,0.113,0.1,d2,2.33e-05,1.87e-01,0.00117,2.78e-07
2,f405a,0.113,0.1,e2,1.51e-17,1.21e-13,0.00029,1.57e-07
2,f405a,0.113,0.1,f2,-1.79e-17,-1.43e-13,0.00007,4.12e-07
2,f405a,0.113,0.1,g2,-3.69e-17,-2.96e-13,0.00002,3.65e-07
2,f405a,0.113,0.1,h2,-3.49e-17,-2.80e-13,0,4.26e-07
2,f405a,0.113,0.1,a3,4.85e-05,3.89e-01,0.075,4.81e-07
2,f405a,0.113,0.1,b3,2.67e-05,2.14e-01,0.01875,3.83e-07
2,f405a,0.113,0.1,c3,1.82e-05,1.46e-01,0.00469,2.90e-07
2,f405a,0.113,0.1,d3,-1.94e-17,-1.56e-13,0.00117,2.78e-07
2,f405a,0.113,0.1,e3,-1.78e-17,-1.43e-13,0.00029,1.57e-07
2,f405a,0.113,0.1,f3,-1.39e-18,-1.12e-14,0.00007,4.12e-07
2,f405a,0.113,0.1,g3,-1.82e-17,-1.46e-13,0.00002,3.65e-07
2,f405a,0.113,0.1,h3,1.16e-05,9.32e-02,0,4.26e-07
2,wt3,2.098,0.01,a4,1.43e-01,6.16e+02,0.075,4.81e-07
2,wt3,2.098,0.01,b4,1.07e-01,4.64e+02,0.01875,3.83e-07
2,wt3,2.098,0.01,c4,5.68e-02,2.46e+02,0.00469,2.90e-07
2,wt3,2.098,0.01,d4,1.82e-02,7.86e+01,0.00117,2.78e-07
2,wt3,2.098,0.01,e4,4.61e-03,1.99e+01,0.00029,1.57e-07
2,wt3,2.098,0.01,f4,1.90e-03,8.20e+00,0.00007,4.12e-07
2,wt3,2.098,0.01,g4,4.90e-04,2.12e+00,0.00002,3.65e-07
2,wt3,2.098,0.01,h4,-2.20e-17,-9.53e-14,0,4.26e-07
2,wt3,2.098,0.01,a5,1.41e-01,6.08e+02,0.075,4.81e-07
2,wt3,2.098,0.01,b5,1.06e-01,4.60e+02,0.01875,3.83e-07
2,wt3,2.098,0.01,c5,5.49e-02,2.37e+02,0.00469,2.90e-07
2,wt3,2.098,0.01,d5,1.54e-02,6.65e+01,0.00117,2.78e-07
2,wt3,2.098,0.01,e5,2.96e-03,1.28e+01,0.00029,1.57e-07
2,wt3,2.098,0.01,f5,1.55e-03,6.69e+00,0.00007,4.12e-07
2,wt3,2.098,0.01,g5,3.10e-04,1.34e+00,0.00002,3.65e-07
2,wt3,2.098,0.01,h5,9.28e-06,4.01e-02,0,4.26e-07
2,wt3,2.098,0.01,a6,1.42e-01,6.15e+02,0.075,4.81e-07
2,wt3,2.098,0.01,b6,1.10e-01,4.73e+02,0.01875,3.83e-07
2,wt3,2.098,0.01,c6,4.65e-02,2.01e+02,0.00469,2.90e-07
2,wt3,2.098,0.01,d6,1.15e-02,4.96e+01,0.00117,2.78e-07
2,wt3,2.098,0.01,e6,2.21e-03,9.54e+00,0.00029,1.57e-07
2,wt3,2.098,0.01,f6,8.79e-04,3.80e+00,0.00007,4.12e-07
2,wt3,2.098,0.01,g6,1.67e-04,7.23e-01,0.00002,3.65e-07
2,wt3,2.098,0.01,h6,1.06e-04,4.58e-01,0,4.26e-07
2,e154d,1.423,0.01,a7,1.72e-01,1.09e+03,0.075,4.81e-07
2,e154d,1.423,0.01,b7,1.12e-01,7.13e+02,0.01875,3.83e-07
2,e154d,1.423,0.01,c7,6.92e-02,4.41e+02,0.00469,2.90e-07
2,e154d,1.423,0.01,d7,3.11e-02,1.98e+02,0.00117,2.78e-07
2,e154d,1.423,0.01,e7,1.21e-02,7.70e+01,0.00029,1.57e-07
2,e154d,1.423,0.01,f7,2.68e-03,1.71e+01,0.00007,4.12e-07
2,e154d,1.423,0.01,g7,8.37e-04,5.33e+00,0.00002,3.65e-07
2,e154d,1.423,0.01,h7,-3.65e-17,-2.33e-13,0,4.26e-07
2,e154d,1.423,0.01,a8,1.07e-01,6.83e+02,0.075,4.81e-07
2,e154d,1.423,0.01,b8,1.03e-01,6.55e+02,0.01875,3.83e-07
2,e154d,1.423,0.01,c8,1.03e-01,6.57e+02,0.00469,2.90e-07
2,e154d,1.423,0.01,d8,2.84e-02,1.81e+02,0.00117,2.78e-07
2,e154d,1.423,0.01,e8,9.04e-03,5.76e+01,0.00029,1.57e-07
2,e154d,1.423,0.01,f8,2.27e-03,1.45e+01,0.00007,4.12e-07
2,e154d,1.423,0.01,g8,5.48e-04,3.49e+00,0.00002,3.65e-07
2,e154d,1.423,0.01,h8,-1.33e-17,-8.47e-14,0,4.26e-07
2,e154d,1.423,0.01,a9,1.15e-01,7.30e+02,0.075,4.81e-07
2,e154d,1.423,0.01,b9,1.33e-01,8.45e+02,0.01875,3.83e-07
2,e154d,1.423,0.01,c9,7.93e-02,5.05e+02,0.00469,2.90e-07
2,e154d,1.423,0.01,d9,2.99e-02,1.91e+02,0.00117,2.78e-07
2,e154d,1.423,0.01,e9,9.89e-03,6.30e+01,0.00029,1.57e-07
2,e154d,1.423,0.01,f9,2.35e-03,1.50e+01,0.00007,4.12e-07
2,e154d,1.423,0.01,g9,7.78e-04,4.95e+00,0.00002,3.65e-07
2,e154d,1.423,0.01,h9,-2.48e-17,-1.58e-13,0,4.26e-07
2,h379r,0.138,0.1,a10,3.55e-04,2.33e+00,0.075,4.81e-07
2,h379r,0.138,0.1,b10,2.70e-04,1.77e+00,0.01875,3.83e-07
2,h379r,0.138,0.1,c10,1.39e-04,9.12e-01,0.00469,2.90e-07
2,h379r,0.138,0.1,d10,8.00e-05,5.26e-01,0.00117,2.78e-07
2,h379r,0.138,0.1,e10,3.27e-05,2.15e-01,0.00029,1.57e-07
2,h379r,0.138,0.1,f10,1.89e-18,1.24e-14,0.00007,4.12e-07
2,h379r,0.138,0.1,g10,8.41e-06,5.53e-02,0.00002,3.65e-07
2,h379r,0.138,0.1,h10,1.27e-05,8.34e-02,0,4.26e-07
2,h379r,0.138,0.1,a11,3.44e-04,2.26e+00,0.075,4.81e-07
2,h379r,0.138,0.1,b11,2.28e-04,1.50e+00,0.01875,3.83e-07
2,h379r,0.138,0.1,c11,1.55e-04,1.02e+00,0.00469,2.90e-07
2,h379r,0.138,0.1,d11,9.76e-05,6.41e-01,0.00117,2.78e-07
2,h379r,0.138,0.1,e11,4.24e-05,2.79e-01,0.00029,1.57e-07
2,h379r,0.138,0.1,f11,-1.68e-17,-1.10e-13,0.00007,4.12e-07
2,h379r,0.138,0.1,g11,6.00e-06,3.94e-02,0.00002,3.65e-07
2,h379r,0.138,0.1,h11,1.26e-18,8.29e-15,0,4.26e-07
2,h379r,0.138,0.1,a12,3.44e-04,2.26e+00,0.075,4.81e-07
2,h379r,0.138,0.1,b12,2.56e-04,1.68e+00,0.01875,3.83e-07
2,h379r,0.138,0.1,c12,1.51e-04,9.91e-01,0.00469,2.90e-07
2,h379r,0.138,0.1,d12,6.85e-05,4.50e-01,0.00117,2.78e-07
2,h379r,0.138,0.1,e12,5.33e-05,3.50e-01,0.00029,1.57e-07
2,h379r,0.138,0.1,f12,-1.60e-17,-1.05e-13,0.00007,4.12e-07
2,h379r,0.138,0.1,g12,-5.67e-18,-3.72e-14,0.00002,3.65e-07
2,h379r,0.138,0.1,h12,2.56e-06,1.68e-02,0,4.26e-0720
20,w407q,0.104,0.1,b1,5.82e-05,5.07e-01,0.01875,3.83e-07
20,w407q,0.104,0.1,c1,1.27e-05,1.11e-01,0.00469,2.90e-07
20,w407q,0.104,0.1,d1,1.84e-05,1.60e-01,0.00117,2.78e-07
20,w407q,0.104,0.1,e1,9.63e-06,8.39e-02,0.00029,1.57e-07
20,w407q,0.104,0.1,f1,1.06e-17,9.24e-14,0.00007,4.12e-07
20,w407q,0.104,0.1,g1,-1.11e-17,-9.68e-14,0.00002,3.65e-07
20,w407q,0.104,0.1,h1,1.06e-17,9.26e-14,0,4.26e-07
20,w407q,0.104,0.1,a2,3.84e-05,3.34e-01,0.075,4.81e-07
20,w407q,0.104,0.1,b2,4.79e-05,4.17e-01,0.01875,3.83e-07
20,w407q,0.104,0.1,c2,2.25e-05,1.96e-01,0.00469,2.90e-07
20,w407q,0.104,0.1,d2,1.27e-17,1.10e-13,0.00117,2.78e-07
20,w407q,0.104,0.1,e2,1.68e-05,1.47e-01,0.00029,1.57e-07
20,w407q,0.104,0.1,f2,1.56e-05,1.36e-01,0.00007,4.12e-07
20,w407q,0.104,0.1,g2,-1.60e-17,-1.40e-13,0.00002,3.65e-07
20,w407q,0.104,0.1,h2,3.67e-17,3.20e-13,0,4.26e-07
20,w407q,0.104,0.1,a3,2.64e-05,2.30e-01,0.075,4.81e-07
20,w407q,0.104,0.1,b3,4.06e-05,3.54e-01,0.01875,3.83e-07
20,w407q,0.104,0.1,c3,1.38e-05,1.21e-01,0.00469,2.90e-07
20,w407q,0.104,0.1,d3,3.64e-05,3.17e-01,0.00117,2.78e-07
20,w407q,0.104,0.1,e3,-3.23e-17,-2.82e-13,0.00029,1.57e-07
20,w407q,0.104,0.1,f3,1.51e-17,1.32e-13,0.00007,4.12e-07
20,w407q,0.104,0.1,g3,7.78e-18,6.79e-14,0.00002,3.65e-07
20,w407q,0.104,0.1,h3,8.91e-18,7.77e-14,0,4.26e-07
20,q313r,0.69,0.01,a4,4.20e-02,5.51e+02,0.075,4.81e-07
20,q313r,0.69,0.01,b4,3.61e-02,4.75e+02,0.01875,3.83e-07
20,q313r,0.69,0.01,c4,2.48e-02,3.25e+02,0.00469,2.90e-07
20,q313r,0.69,0.01,d4,1.12e-02,1.47e+02,0.00117,2.78e-07
20,q313r,0.69,0.01,e4,3.72e-03,4.89e+01,0.00029,1.57e-07
20,q313r,0.69,0.01,f4,9.70e-04,1.27e+01,0.00007,4.12e-07
20,q313r,0.69,0.01,g4,2.96e-04,3.89e+00,0.00002,3.65e-07
20,q313r,0.69,0.01,h4,2.94e-17,3.86e-13,0,4.26e-07
20,q313r,0.69,0.01,a5,4.16e-02,5.47e+02,0.075,4.81e-07
20,q313r,0.69,0.01,b5,3.60e-02,4.74e+02,0.01875,3.83e-07
20,q313r,0.69,0.01,c5,2.44e-02,3.21e+02,0.00469,2.90e-07
20,q313r,0.69,0.01,d5,1.13e-02,1.49e+02,0.00117,2.78e-07
20,q313r,0.69,0.01,e5,3.75e-03,4.92e+01,0.00029,1.57e-07
20,q313r,0.69,0.01,f5,9.56e-04,1.26e+01,0.00007,4.12e-07
20,q313r,0.69,0.01,g5,2.88e-04,3.78e+00,0.00002,3.65e-07
20,q313r,0.69,0.01,h5,-4.21e-18,-5.53e-14,0,4.26e-07
20,q313r,0.69,0.01,a6,4.27e-02,5.61e+02,0.075,4.81e-07
20,q313r,0.69,0.01,b6,3.67e-02,4.83e+02,0.01875,3.83e-07
20,q313r,0.69,0.01,c6,2.47e-02,3.24e+02,0.00469,2.90e-07
20,q313r,0.69,0.01,d6,1.13e-02,1.48e+02,0.00117,2.78e-07
20,q313r,0.69,0.01,e6,3.70e-03,4.86e+01,0.00029,1.57e-07
20,q313r,0.69,0.01,f6,9.77e-04,1.28e+01,0.00007,4.12e-07
20,q313r,0.69,0.01,g6,2.94e-04,3.86e+00,0.00002,3.65e-07
20,q313r,0.69,0.01,h6,-3.29e-17,-4.32e-13,0,4.26e-07
20,w120f,0.777,0.01,a7,3.35e-02,3.91e+02,0.075,4.81e-07
20,w120f,0.777,0.01,b7,1.91e-02,2.23e+02,0.01875,3.83e-07
20,w120f,0.777,0.01,c7,1.10e-02,1.29e+02,0.00469,2.90e-07
20,w120f,0.777,0.01,d7,5.23e-03,6.10e+01,0.00117,2.78e-07
20,w120f,0.777,0.01,e7,1.90e-03,2.21e+01,0.00029,1.57e-07
20,w120f,0.777,0.01,f7,5.40e-04,6.30e+00,0.00007,4.12e-07
20,w120f,0.777,0.01,g7,1.69e-04,1.97e+00,0.00002,3.65e-07
20,w120f,0.777,0.01,h7,2.03e-17,2.37e-13,0,4.26e-07
20,w120f,0.777,0.01,a8,3.45e-02,4.02e+02,0.075,4.81e-07
20,w120f,0.777,0.01,b8,1.91e-02,2.23e+02,0.01875,3.83e-07
20,w120f,0.777,0.01,c8,1.10e-02,1.28e+02,0.00469,2.90e-07
20,w120f,0.777,0.01,d8,5.06e-03,5.90e+01,0.00117,2.78e-07
20,w120f,0.777,0.01,e8,1.88e-03,2.19e+01,0.00029,1.57e-07
20,w120f,0.777,0.01,f8,6.42e-04,7.50e+00,0.00007,4.12e-07
20,w120f,0.777,0.01,g8,1.76e-04,2.06e+00,0.00002,3.65e-07
20,w120f,0.777,0.01,h8,-4.85e-17,-5.65e-13,0,4.26e-07
20,w120f,0.777,0.01,a9,3.47e-02,4.05e+02,0.075,4.81e-07
20,w120f,0.777,0.01,b9,1.95e-02,2.27e+02,0.01875,3.83e-07
20,w120f,0.777,0.01,c9,1.08e-02,1.26e+02,0.00469,2.90e-07
20,w120f,0.777,0.01,d9,5.35e-03,6.25e+01,0.00117,2.78e-07
20,w120f,0.777,0.01,e9,1.90e-03,2.22e+01,0.00029,1.57e-07
20,w120f,0.777,0.01,f9,5.18e-04,6.05e+00,0.00007,4.12e-07
20,w120f,0.777,0.01,g9,1.76e-04,2.06e+00,0.00002,3.65e-07
20,w120f,0.777,0.01,h9,-5.25e-17,-6.13e-13,0,4.26e-07
20,wt 8,1.167,0.01,a10,9.72e-02,7.55e+02,0.075,4.81e-07
20,wt 8,1.167,0.01,b10,8.08e-02,6.27e+02,0.01875,3.83e-07
20,wt 8,1.167,0.01,c10,4.87e-02,3.78e+02,0.00469,2.90e-07
20,wt 8,1.167,0.01,d10,2.02e-02,1.57e+02,0.00117,2.78e-07
20,wt 8,1.167,0.01,e10,6.32e-03,4.91e+01,0.00029,1.57e-07
20,wt 8,1.167,0.01,f10,1.76e-03,1.37e+01,0.00007,4.12e-07
20,wt 8,1.167,0.01,g10,4.50e-04,3.50e+00,0.00002,3.65e-07
20,wt 8,1.167,0.01,h10,1.53e-17,1.19e-13,0,4.26e-07
20,wt 8,1.167,0.01,a11,9.92e-02,7.70e+02,0.075,4.81e-07
20,wt 8,1.167,0.01,b11,8.00e-02,6.21e+02,0.01875,3.83e-07
20,wt 8,1.167,0.01,c11,5.20e-02,4.04e+02,0.00469,2.90e-07
20,wt 8,1.167,0.01,d11,2.16e-02,1.68e+02,0.00117,2.78e-07
20,wt 8,1.167,0.01,e11,6.77e-03,5.26e+01,0.00029,1.57e-07
20,wt 8,1.167,0.01,f11,1.80e-03,1.40e+01,0.00007,4.12e-07
20,wt 8,1.167,0.01,g11,4.62e-04,3.59e+00,0.00002,3.65e-07
20,wt 8,1.167,0.01,h11,-2.20e-17,-1.71e-13,0,4.26e-07
20,wt 8,1.167,0.01,a12,1.00e-01,7.80e+02,0.075,4.81e-07
20,wt 8,1.167,0.01,b12,8.27e-02,6.42e+02,0.01875,3.83e-07
20,wt 8,1.167,0.01,c12,5.12e-02,3.98e+02,0.00469,2.90e-07
20,wt 8,1.167,0.01,d12,2.16e-02,1.68e+02,0.00117,2.78e-07
20,wt 8,1.167,0.01,e12,6.41e-03,4.98e+01,0.00029,1.57e-07
20,wt 8,1.167,0.01,f12,1.69e-03,1.31e+01,0.00007,4.12e-07
20,wt 8,1.167,0.01,g12,4.12e-04,3.20e+00,0.00002,3.65e-07
20,wt 8,1.167,0.01,h12,-3.31e-17,-2.57e-13,0,4.26e-07
21,w407r,0.154,0.1,b1,8.51e-06,5.01e-02,0.01875,3.83e-07
21,w407r,0.154,0.1,c1,-1.60e-17,-9.41e-14,0.00469,2.90e-07
21,w407r,0.154,0.1,d1,3.65e-17,2.15e-13,0.00117,2.78e-07
21,w407r,0.154,0.1,e1,1.63e-17,9.59e-14,0.00029,1.57e-07
21,w407r,0.154,0.1,f1,1.16e-17,6.86e-14,0.00007,4.12e-07
21,w407r,0.154,0.1,g1,-6.64e-18,-3.91e-14,0.00002,3.65e-07
21,w407r,0.154,0.1,h1,-8.03e-18,-4.73e-14,0,4.26e-07
21,w407r,0.154,0.1,a2,3.09e-05,1.82e-01,0.075,4.81e-07
21,w407r,0.154,0.1,b2,1.47e-05,8.65e-02,0.01875,3.83e-07
21,w407r,0.154,0.1,c2,1.45e-05,8.56e-02,0.00469,2.90e-07
21,w407r,0.154,0.1,d2,3.75e-18,2.21e-14,0.00117,2.78e-07
21,w407r,0.154,0.1,e2,1.53e-17,8.99e-14,0.00029,1.57e-07
21,w407r,0.154,0.1,f2,0.00e+00,0.00e+00,0.00007,4.12e-07
21,w407r,0.154,0.1,g2,1.89e-17,1.11e-13,0.00002,3.65e-07
21,w407r,0.154,0.1,h2,4.31e-18,2.54e-14,0,4.26e-07
21,w407r,0.154,0.1,a3,7.03e-05,4.14e-01,0.075,4.81e-07
21,w407r,0.154,0.1,b3,2.29e-05,1.35e-01,0.01875,3.83e-07
21,w407r,0.154,0.1,c3,8.50e-06,5.00e-02,0.00469,2.90e-07
21,w407r,0.154,0.1,d3,1.15e-17,6.80e-14,0.00117,2.78e-07
21,w407r,0.154,0.1,e3,1.79e-17,1.05e-13,0.00029,1.57e-07
21,w407r,0.154,0.1,f3,4.45e-17,2.62e-13,0.00007,4.12e-07
21,w407r,0.154,0.1,g3,1.09e-17,6.40e-14,0.00002,3.65e-07
21,w407r,0.154,0.1,h3,2.50e-18,1.47e-14,0,4.26e-07
21,c167a,0.579,0.01,a4,2.95e-02,4.62e+02,0.075,4.81e-07
21,c167a,0.579,0.01,b4,1.87e-02,2.93e+02,0.01875,3.83e-07
21,c167a,0.579,0.01,c4,7.05e-03,1.10e+02,0.00469,2.90e-07
21,c167a,0.579,0.01,d4,2.28e-03,3.57e+01,0.00117,2.78e-07
21,c167a,0.579,0.01,e4,4.86e-04,7.61e+00,0.00029,1.57e-07
21,c167a,0.579,0.01,f4,1.19e-04,1.86e+00,0.00007,4.12e-07
21,c167a,0.579,0.01,g4,3.52e-05,5.51e-01,0.00002,3.65e-07
21,c167a,0.579,0.01,h4,8.91e-18,1.40e-13,0,4.26e-07
21,c167a,0.579,0.01,a5,2.55e-02,4.00e+02,0.075,4.81e-07
21,c167a,0.579,0.01,b5,1.89e-02,2.95e+02,0.01875,3.83e-07
21,c167a,0.579,0.01,c5,6.56e-03,1.03e+02,0.00469,2.90e-07
21,c167a,0.579,0.01,d5,1.91e-03,2.99e+01,0.00117,2.78e-07
21,c167a,0.579,0.01,e5,4.06e-04,6.36e+00,0.00029,1.57e-07
21,c167a,0.579,0.01,f5,1.11e-04,1.74e+00,0.00007,4.12e-07
21,c167a,0.579,0.01,g5,2.56e-05,4.00e-01,0.00002,3.65e-07
21,c167a,0.579,0.01,h5,2.07e-17,3.25e-13,0,4.26e-07
21,c167a,0.579,0.01,a6,2.83e-02,4.43e+02,0.075,4.81e-07
21,c167a,0.579,0.01,b6,1.67e-02,2.62e+02,0.01875,3.83e-07
21,c167a,0.579,0.01,c6,6.87e-03,1.08e+02,0.00469,2.90e-07
21,c167a,0.579,0.01,d6,1.60e-03,2.50e+01,0.00117,2.78e-07
21,c167a,0.579,0.01,e6,2.70e-04,4.22e+00,0.00029,1.57e-07
21,c167a,0.579,0.01,f6,7.82e-05,1.22e+00,0.00007,4.12e-07
21,c167a,0.579,0.01,g6,1.99e-05,3.12e-01,0.00002,3.65e-07
21,c167a,0.579,0.01,h6,1.84e-18,2.88e-14,0,4.26e-07
21,m323k,0.051,0.1,a7,5.03e-05,8.94e-01,0.075,4.81e-07
21,m323k,0.051,0.1,b7,1.49e-05,2.65e-01,0.01875,3.83e-07
21,m323k,0.051,0.1,c7,9.87e-06,1.76e-01,0.00469,2.90e-07
21,m323k,0.051,0.1,d7,9.31e-18,1.66e-13,0.00117,2.78e-07
21,m323k,0.051,0.1,e7,1.87e-17,3.33e-13,0.00029,1.57e-07
21,m323k,0.051,0.1,f7,1.60e-17,2.84e-13,0.00007,4.12e-07
21,m323k,0.051,0.1,g7,4.10e-18,7.28e-14,0.00002,3.65e-07
21,m323k,0.051,0.1,h7,1.48e-17,2.63e-13,0,4.26e-07
21,m323k,0.051,0.1,a8,6.55e-05,1.16e+00,0.075,4.81e-07
21,m323k,0.051,0.1,b8,6.12e-05,1.09e+00,0.01875,3.83e-07
21,m323k,0.051,0.1,c8,3.02e-05,5.36e-01,0.00469,2.90e-07
21,m323k,0.051,0.1,d8,1.98e-05,3.52e-01,0.00117,2.78e-07
21,m323k,0.051,0.1,e8,1.15e-05,2.04e-01,0.00029,1.57e-07
21,m323k,0.051,0.1,f8,9.47e-06,1.68e-01,0.00007,4.12e-07
21,m323k,0.051,0.1,g8,2.85e-18,5.07e-14,0.00002,3.65e-07
21,m323k,0.051,0.1,h8,4.55e-18,8.09e-14,0,4.26e-07
21,m323k,0.051,0.1,a9,4.96e-05,8.81e-01,0.075,4.81e-07
21,m323k,0.051,0.1,b9,1.35e-18,2.40e-14,0.01875,3.83e-07
21,m323k,0.051,0.1,c9,3.06e-17,5.44e-13,0.00469,2.90e-07
21,m323k,0.051,0.1,d9,1.88e-17,3.34e-13,0.00117,2.78e-07
21,m323k,0.051,0.1,e9,4.71e-19,8.37e-15,0.00029,1.57e-07
21,m323k,0.051,0.1,f9,9.31e-18,1.66e-13,0.00007,4.12e-07
21,m323k,0.051,0.1,g9,0.00e+00,0.00e+00,0.00002,3.65e-07
21,m323k,0.051,0.1,h9,0.00e+00,0.00e+00,0,4.26e-07
21,w407g,0.529,0.1,a10,3.58e-05,6.13e-02,0.075,4.81e-07
21,w407g,0.529,0.1,b10,2.01e-17,3.44e-14,0.01875,3.83e-07
21,w407g,0.529,0.1,c10,4.67e-18,8.00e-15,0.00469,2.90e-07
21,w407g,0.529,0.1,d10,1.13e-17,1.94e-14,0.00117,2.78e-07
21,w407g,0.529,0.1,e10,4.52e-18,7.74e-15,0.00029,1.57e-07
21,w407g,0.529,0.1,f10,0.00e+00,0.00e+00,0.00007,4.12e-07
21,w407g,0.529,0.1,g10,2.09e-17,3.58e-14,0.00002,3.65e-07
21,w407g,0.529,0.1,h10,6.88e-18,1.18e-14,0,4.26e-07
21,w407g,0.529,0.1,a11,4.30e-05,7.37e-02,0.075,4.81e-07
21,w407g,0.529,0.1,b11,7.15e-18,1.23e-14,0.01875,3.83e-07
21,w407g,0.529,0.1,c11,-2.19e-18,-3.75e-15,0.00469,2.90e-07
21,w407g,0.529,0.1,d11,6.70e-18,1.15e-14,0.00117,2.78e-07
21,w407g,0.529,0.1,e11,1.65e-17,2.83e-14,0.00029,1.57e-07
21,w407g,0.529,0.1,f11,2.42e-17,4.15e-14,0.00007,4.12e-07
